etamin	etamax	ptmin	ptmax	eff	deff_high	deff_low
0.2	0.3	20	25	0.795714	0.00799947	 0.0079508
0.3	0.8	20	25	0.826726	0.00327415	 0.00331508
0.8	1.2	20	25	0.856829	0.00352289	 0.00356912
1.2	1.6	20	25	0.869251	0.00340043	 0.00346286
1.6	2.1	20	25	0.899627	0.00284576	 0.00287242
2.1	2.4	20	25	0.896843	0.00410342	 0.00418714
-2.4	-2.1	25	30	0.927388	0.00287928	 0.00295082
-2.1	-1.6	25	30	0.931967	0.00202129	 0.0020615
-1.6	-1.2	25	30	0.916636	0.00233151	 0.0024002
-1.2	-0.8	25	30	0.894003	0.00252497	 0.00255693
-0.8	-0.3	25	30	0.874653	0.00222652	 0.00224301
-0.3	-0.2	25	30	0.859857	0.00494535	 0.00499592
-0.2	0.2	25	30	0.873669	0.00220834	 0.00222487
0.2	0.3	25	30	0.871952	0.00456938	 0.0045955
0.3	0.8	25	30	0.882924	0.00210288	 0.00212842
0.8	1.2	25	30	0.898253	0.00240776	 0.00242417
1.2	1.6	25	30	0.915488	0.00230038	 0.00234664
1.6	2.1	25	30	0.928726	0.00206883	 0.00210464
2.1	2.4	25	30	0.923904	0.00294962	 0.00301931
-2.4	-2.1	30	40	0.963069	0.00118515	 0.00119822
-2.1	-1.6	30	40	0.961599	0.000836382	 0.000844989
-1.6	-1.2	30	40	0.951659	0.000946154	 0.000943095
-1.2	-0.8	30	40	0.941625	0.000948423	 0.000955182
-0.8	-0.3	30	40	0.931903	0.000806594	 0.000806254
-0.3	-0.2	30	40	0.922588	0.00187053	 0.00188095
-0.2	0.2	30	40	0.925301	0.000886909	 0.000896112
0.2	0.3	30	40	0.927294	0.00189709	 0.0019038
0.3	0.8	30	40	0.934083	0.000789073	 0.000790109
0.8	1.2	30	40	0.941357	0.00094094	 0.000947407
1.2	1.6	30	40	0.9516	0.000948626	 0.00096547
1.6	2.1	30	40	0.96289	0.000831464	 0.000834545
2.1	2.4	30	40	0.961189	0.00121237	 0.00122531
-2.4	-2.1	40	60	0.984456	0.000660594	 0.000673316
-2.1	-1.6	40	60	0.986296	0.000379642	 0.00038395
-1.6	-1.2	40	60	0.982713	0.000405933	 0.000410703
-1.2	-0.8	40	60	0.976642	0.000451764	 0.000456639
-0.8	-0.3	40	60	0.970674	0.000429769	 0.000432468
-0.3	-0.2	40	60	0.967926	0.00105737	 0.00107811
-0.2	0.2	40	60	0.965827	0.00050891	 0.000514446
0.2	0.3	40	60	0.967421	0.001062	 0.00107807
0.3	0.8	40	60	0.971847	0.000420014	 0.000423
0.8	1.2	40	60	0.976995	0.000447654	 0.000451094
1.2	1.6	40	60	0.98189	0.000414376	 0.000419412
1.6	2.1	40	60	0.986368	0.000370666	 0.000375603
2.1	2.4	40	60	0.984815	0.000629394	 0.000641543
-2.4	-2.1	60	100	0.993146	0.00148073	 0.00158851
-2.1	-1.6	60	100	0.992554	0.000917959	 0.000970269
-1.6	-1.2	60	100	0.990903	0.000990355	 0.00104539
-1.2	-0.8	60	100	0.98846	0.00105192	 0.0010985
-0.8	-0.3	60	100	0.984788	0.00101497	 0.00104903
-0.3	-0.2	60	100	0.986756	0.00229868	 0.00249309
-0.2	0.2	60	100	0.984793	0.00116168	 0.00120593
0.2	0.3	60	100	0.982168	0.00249892	 0.00267846
0.3	0.8	60	100	0.986437	0.000942877	 0.000976977
0.8	1.2	60	100	0.989818	0.00102349	 0.00106933
1.2	1.6	60	100	0.990369	0.000979189	 0.00102613
1.6	2.1	60	100	0.993318	0.00088104	 0.000929192
2.1	2.4	60	100	0.991042	0.00166728	 0.00178178
-2.4	-2.1	100	200	0.99282	0.00717985	 0.00804813
-2.1	-1.6	100	200	0.993254	0.00255606	 0.00297823
-1.6	-1.2	100	200	0.994888	0.00234018	 0.00274152
-1.2	-0.8	100	200	0.991083	0.00257621	 0.00295165
-0.8	-0.3	100	200	0.981067	0.00705617	 0.00294208
-0.3	-0.2	100	200	0.995372	0.00453773	 0.00607843
-0.2	0.2	100	200	0.992424	0.00258492	 0.00294369
0.2	0.3	100	200	0.990284	0.00492484	 0.00648301
0.3	0.8	100	200	0.993232	0.00207173	 0.00237654
0.8	1.2	100	200	0.982313	0.00284595	 0.00318007
1.2	1.6	100	200	0.995488	0.00339546	 0.00389698
1.6	2.1	100	200	0.99718	0.00203292	 0.0024963
2.1	2.4	100	200	0.995557	0.00244735	 0.00392436
